,RNAME
19109,NIHN01000003.1
19110,NIHN01000018.1
19112,NIHN01000003.1
19113,NIHN01000004.1
19114,NIHN01000036.1
19115,NIHN01000006.1
19118,NIHN01000023.1
19119,NIHN01000018.1
19120,NIHN01000007.1
19121,NIHN01000002.1
19122,NIHN01000020.1
19123,NIHN01000023.1
19124,NIHN01000025.1
19125,NIHN01000007.1
19128,NIHN01000006.1
19129,NIHN01000022.1
19131,NIHN01000007.1
19133,NIHN01000014.1
19134,NIHN01000007.1
19136,NIHN01000018.1
19137,NIHN01000033.1
19138,NIHN01000014.1
19139,NIHN01000004.1
19140,NIHN01000014.1
19143,NIHN01000012.1
19146,NIHN01000030.1
19148,NIHN01000013.1
19149,NIHN01000013.1
19150,NIHN01000005.1
19151,NIHN01000011.1
19153,NIHN01000018.1
19154,NIHN01000005.1
19155,NIHN01000007.1
19156,NIHN01000002.1
19157,NIHN01000005.1
19158,NIHN01000010.1
19159,NIHN01000020.1
19162,NIHN01000029.1
19166,NIHN01000012.1
19169,NIHN01000006.1
19172,NIHN01000003.1
19175,NIHN01000011.1
19176,NIHN01000004.1
19177,NIHN01000005.1
19178,NIHN01000005.1
19179,NIHN01000010.1
19180,NIHN01000067.1
19181,NIHN01000023.1
19182,NIHN01000016.1
19183,NIHN01000002.1
19184,NIHN01000006.1
19188,NIHN01000005.1
19189,NIHN01000014.1
19190,NIHN01000038.1
19191,NIHN01000004.1
19192,NIHN01000046.1
19193,NIHN01000032.1
19194,NIHN01000006.1
19195,NIHN01000018.1
19198,NIHN01000011.1
19199,NIHN01000004.1
19200,NIHN01000003.1
19201,NIHN01000018.1
19202,NIHN01000019.1
19203,NIHN01000015.1
19204,NIHN01000007.1
19205,NIHN01000016.1
19206,NIHN01000011.1
19207,NIHN01000023.1
19210,NIHN01000012.1
19211,NIHN01000013.1
19212,NIHN01000022.1
19214,NIHN01000012.1
19216,NIHN01000007.1
19217,NIHN01000012.1
19218,NIHN01000005.1
19219,NIHN01000012.1
19221,NIHN01000018.1
19222,NIHN01000020.1
19223,NIHN01000010.1
19224,NIHN01000013.1
19226,NIHN01000044.1
19227,NIHN01000004.1
19228,NIHN01000005.1
19230,NIHN01000005.1
19231,NIHN01000006.1
19232,NIHN01000014.1
19233,NIHN01000005.1
19234,NIHN01000022.1
19235,NIHN01000007.1
19236,NIHN01000005.1
19237,NIHN01000010.1
19238,NIHN01000007.1
19240,NIHN01000004.1
19241,NIHN01000015.1
19242,NIHN01000011.1
19243,NIHN01000004.1
19244,NIHN01000013.1
19246,NIHN01000005.1
19247,NIHN01000005.1
19248,NIHN01000002.1
19250,NIHN01000004.1
19251,NIHN01000036.1
19252,NIHN01000006.1
19253,NIHN01000013.1
19254,NIHN01000003.1
19256,NIHN01000031.1
19257,NIHN01000022.1
19259,NIHN01000034.1
19260,NIHN01000004.1
19261,NIHN01000011.1
19262,NIHN01000002.1
19263,NIHN01000005.1
19264,NIHN01000006.1
19265,NIHN01000002.1
19266,NIHN01000032.1
19267,NIHN01000049.1
19268,NIHN01000014.1
19269,NIHN01000010.1
19270,NIHN01000020.1
19271,NIHN01000013.1
19272,NIHN01000007.1
19274,NIHN01000015.1
19276,NIHN01000018.1
19277,NIHN01000020.1
19279,NIHN01000005.1
19280,NIHN01000002.1
19282,NIHN01000010.1
19283,NIHN01000010.1
19285,NIHN01000026.1
19286,NIHN01000010.1
19287,NIHN01000036.1
19288,NIHN01000012.1
19290,NIHN01000011.1
19292,NIHN01000012.1
19293,NIHN01000002.1
19294,NIHN01000002.1
19295,NIHN01000006.1
19296,NIHN01000015.1
19300,NIHN01000006.1
19302,NIHN01000012.1
19303,NIHN01000031.1
19307,NIHN01000010.1
19310,NIHN01000003.1
19311,NIHN01000023.1
19313,NIHN01000019.1
19314,NIHN01000002.1
19315,NIHN01000002.1
19316,NIHN01000011.1
19318,NIHN01000020.1
19319,NIHN01000018.1
19321,NIHN01000013.1
19322,NIHN01000011.1
19323,NIHN01000012.1
19324,NIHN01000006.1
19326,NIHN01000033.1
19327,NIHN01000022.1
19328,NIHN01000018.1
19329,NIHN01000007.1
19330,NIHN01000005.1
19331,NIHN01000005.1
19332,NIHN01000005.1
19333,NIHN01000010.1
19334,NIHN01000013.1
19336,NIHN01000026.1
19337,NIHN01000011.1
19338,NIHN01000010.1
19339,NIHN01000004.1
19340,NIHN01000011.1
19342,NIHN01000010.1
19343,NIHN01000010.1
19344,NIHN01000004.1
19345,NIHN01000016.1
19347,NIHN01000034.1
19348,NIHN01000022.1
19349,NIHN01000019.1
19350,NIHN01000007.1
19351,NIHN01000007.1
19352,NIHN01000004.1
19353,NIHN01000010.1
19354,NIHN01000002.1
19355,NIHN01000011.1
19356,NIHN01000023.1
19357,NIHN01000005.1
19358,NIHN01000016.1
19359,NIHN01000006.1
19360,NIHN01000016.1
19361,NIHN01000019.1
19362,NIHN01000006.1
19363,NIHN01000002.1
19364,NIHN01000010.1
19365,NIHN01000015.1
19370,NIHN01000015.1
19373,NIHN01000015.1
19375,NIHN01000022.1
19376,NIHN01000014.1
19377,NIHN01000006.1
19379,NIHN01000003.1
19380,NIHN01000006.1
19381,NIHN01000016.1
19382,NIHN01000011.1
19384,NIHN01000005.1
19386,NIHN01000013.1
19388,NIHN01000010.1
19392,NIHN01000010.1
19393,NIHN01000005.1
19394,NIHN01000016.1
19396,NIHN01000004.1
19397,NIHN01000018.1
19399,NIHN01000019.1
19400,NIHN01000005.1
19402,NIHN01000006.1
19404,NIHN01000015.1
19406,NIHN01000016.1
19408,NIHN01000004.1
19409,NIHN01000020.1
19410,NIHN01000012.1
19412,NIHN01000005.1
19413,NIHN01000013.1
19416,NIHN01000015.1
19417,NIHN01000007.1
19418,NIHN01000014.1
19419,NIHN01000019.1
19421,NIHN01000020.1
19422,NIHN01000003.1
19423,NIHN01000004.1
19424,NIHN01000002.1
19425,NIHN01000002.1
19426,NIHN01000016.1
19427,NIHN01000013.1
19429,NIHN01000007.1
19430,NIHN01000006.1
19432,NIHN01000005.1
19433,NIHN01000004.1
19434,NIHN01000013.1
19435,NIHN01000004.1
19436,NIHN01000007.1
19437,NIHN01000007.1
19439,NIHN01000003.1
19442,NIHN01000011.1
19444,NIHN01000022.1
19447,NIHN01000020.1
19448,NIHN01000003.1
19450,NIHN01000007.1
19451,NIHN01000013.1
19453,NIHN01000003.1
19454,NIHN01000011.1
19455,NIHN01000014.1
19456,NIHN01000014.1
19457,NIHN01000003.1
19458,NIHN01000018.1
19459,NIHN01000003.1
19460,NIHN01000011.1
19461,NIHN01000005.1
19463,NIHN01000002.1
19464,NIHN01000018.1
19465,NIHN01000013.1
19466,NIHN01000010.1
19467,NIHN01000010.1
19469,NIHN01000004.1
19470,NIHN01000005.1
19471,NIHN01000007.1
19472,NIHN01000006.1
19475,NIHN01000007.1
19476,NIHN01000011.1
19478,NIHN01000012.1
19479,NIHN01000012.1
19480,NIHN01000004.1
19483,NIHN01000012.1
19484,NIHN01000002.1
19486,NIHN01000004.1
19487,NIHN01000007.1
19488,NIHN01000037.1
19490,NIHN01000012.1
19492,NIHN01000007.1
19493,NIHN01000006.1
19494,NIHN01000004.1
19495,NIHN01000012.1
19497,NIHN01000002.1
19498,NIHN01000019.1
19499,NIHN01000003.1
19500,NIHN01000005.1
19501,NIHN01000011.1
19502,NIHN01000004.1
19503,NIHN01000011.1
19506,NIHN01000003.1
19508,NIHN01000004.1
19509,NIHN01000018.1
19511,NIHN01000002.1
19512,NIHN01000004.1
19513,NIHN01000018.1
19516,NIHN01000012.1
19517,NIHN01000014.1
19518,NIHN01000013.1
19519,NIHN01000010.1
19521,NIHN01000002.1
19522,NIHN01000003.1
19523,NIHN01000002.1
19524,NIHN01000002.1
19525,NIHN01000016.1
19526,NIHN01000004.1
19528,NIHN01000004.1
19529,NIHN01000018.1
19530,NIHN01000006.1
19531,NIHN01000016.1
19532,NIHN01000002.1
19536,NIHN01000003.1
19537,NIHN01000002.1
19538,NIHN01000012.1
19539,NIHN01000002.1
19540,NIHN01000016.1
19541,NIHN01000006.1
19543,NIHN01000011.1
19544,NIHN01000007.1
19545,NIHN01000004.1
19546,NIHN01000019.1
19547,NIHN01000006.1
19548,NIHN01000006.1
19549,NIHN01000024.1
19550,NIHN01000010.1
19552,NIHN01000004.1
19554,NIHN01000012.1
19556,NIHN01000002.1
19557,NIHN01000035.1
19558,NIHN01000016.1
19559,NIHN01000011.1
19560,NIHN01000012.1
19561,NIHN01000011.1
19562,NIHN01000004.1
19563,NIHN01000003.1
19564,NIHN01000020.1
19565,NIHN01000002.1
19566,NIHN01000013.1
19567,NIHN01000007.1
19569,NIHN01000022.1
19570,NIHN01000016.1
19571,NIHN01000003.1
19572,NIHN01000012.1
19574,NIHN01000006.1
19576,NIHN01000024.1
19577,NIHN01000007.1
19578,NIHN01000034.1
19579,NIHN01000002.1
19580,NIHN01000013.1
19581,NIHN01000016.1
19582,NIHN01000018.1
19583,NIHN01000018.1
19584,NIHN01000015.1
19585,NIHN01000031.1
19587,NIHN01000007.1
19588,NIHN01000015.1
19590,NIHN01000011.1
19591,NIHN01000007.1
19594,NIHN01000006.1
19595,NIHN01000002.1
19597,NIHN01000003.1
19598,NIHN01000005.1
19599,NIHN01000023.1
19601,NIHN01000003.1
19603,NIHN01000020.1
19605,NIHN01000026.1
19606,NIHN01000006.1
19608,NIHN01000015.1
19609,NIHN01000015.1
19610,NIHN01000010.1
19612,NIHN01000012.1
19613,NIHN01000022.1
19614,NIHN01000007.1
19615,NIHN01000015.1
19616,NIHN01000023.1
19618,NIHN01000006.1
19619,NIHN01000004.1
19620,NIHN01000004.1
19621,NIHN01000002.1
19622,NIHN01000041.1
19623,NIHN01000007.1
19624,NIHN01000006.1
19625,NIHN01000010.1
19627,NIHN01000013.1
19628,NIHN01000010.1
19629,NIHN01000016.1
19630,NIHN01000013.1
19633,NIHN01000030.1
19634,NIHN01000020.1
19636,NIHN01000020.1
19637,NIHN01000002.1
19638,NIHN01000011.1
19639,NIHN01000003.1
19640,NIHN01000006.1
19641,NIHN01000003.1
19642,NIHN01000011.1
19644,NIHN01000005.1
19646,NIHN01000003.1
19647,NIHN01000003.1
19648,NIHN01000053.1
19651,NIHN01000012.1
19652,NIHN01000006.1
19653,NIHN01000005.1
19654,NIHN01000010.1
19656,NIHN01000007.1
19657,NIHN01000003.1
19659,NIHN01000011.1
19660,NIHN01000002.1
19662,NIHN01000010.1
19663,NIHN01000010.1
19664,NIHN01000003.1
19667,NIHN01000014.1
19668,NIHN01000020.1
19669,NIHN01000002.1
19672,NIHN01000002.1
19673,NIHN01000014.1
19674,NIHN01000003.1
19675,NIHN01000007.1
19676,NIHN01000004.1
19677,NIHN01000034.1
19678,NIHN01000007.1
19679,NIHN01000025.1
19680,NIHN01000002.1
19681,NIHN01000002.1
19683,NIHN01000013.1
19685,NIHN01000022.1
19686,NIHN01000007.1
19687,NIHN01000014.1
19688,NIHN01000020.1
19689,NIHN01000005.1
19690,NIHN01000005.1
19691,NIHN01000014.1
19692,NIHN01000007.1
19693,NIHN01000002.1
19694,NIHN01000025.1
19695,NIHN01000020.1
19698,NIHN01000006.1
19700,NIHN01000013.1
19701,NIHN01000003.1
19702,NIHN01000041.1
19703,NIHN01000007.1
19704,NIHN01000005.1
19705,NIHN01000024.1
19706,NIHN01000005.1
19707,NIHN01000005.1
19708,NIHN01000007.1
19709,NIHN01000003.1
19712,NIHN01000007.1
19713,NIHN01000003.1
19716,NIHN01000013.1
19717,NIHN01000011.1
19718,NIHN01000015.1
19719,NIHN01000024.1
19720,NIHN01000007.1
19722,NIHN01000007.1
19723,NIHN01000010.1
19724,NIHN01000003.1
19725,NIHN01000005.1
19726,NIHN01000003.1
19727,NIHN01000012.1
19728,NIHN01000002.1
19729,NIHN01000023.1
19730,NIHN01000007.1
19731,NIHN01000015.1
19734,NIHN01000005.1
19737,NIHN01000025.1
19738,NIHN01000013.1
19739,NIHN01000004.1
19740,NIHN01000005.1
19741,NIHN01000005.1
19742,NIHN01000004.1
19743,NIHN01000024.1
19746,NIHN01000020.1
19748,NIHN01000019.1
19750,NIHN01000029.1
19751,NIHN01000013.1
19752,NIHN01000022.1
19753,NIHN01000006.1
19754,NIHN01000002.1
19756,NIHN01000004.1
19757,NIHN01000002.1
19758,NIHN01000006.1
19759,NIHN01000005.1
19761,NIHN01000006.1
19762,NIHN01000005.1
19764,NIHN01000002.1
19766,NIHN01000015.1
19767,NIHN01000012.1
19768,NIHN01000003.1
19769,NIHN01000011.1
19770,NIHN01000012.1
19771,NIHN01000005.1
19772,NIHN01000040.1
19773,NIHN01000004.1
19774,NIHN01000006.1
19776,NIHN01000005.1
19777,NIHN01000006.1
19779,NIHN01000011.1
19780,NIHN01000004.1
19782,NIHN01000033.1
19783,NIHN01000005.1
19784,NIHN01000019.1
19786,NIHN01000007.1
19787,NIHN01000002.1
19788,NIHN01000030.1
19789,NIHN01000006.1
19790,NIHN01000015.1
19791,NIHN01000006.1
19792,NIHN01000025.1
19793,NIHN01000002.1
19794,NIHN01000006.1
19795,NIHN01000015.1
19797,NIHN01000006.1
19798,NIHN01000003.1
19799,NIHN01000005.1
19801,NIHN01000015.1
19802,NIHN01000020.1
19803,NIHN01000010.1
19804,NIHN01000010.1
19806,NIHN01000016.1
19807,NIHN01000002.1
19808,NIHN01000003.1
19809,NIHN01000003.1
19810,NIHN01000002.1
19811,NIHN01000007.1
19812,NIHN01000016.1
19813,NIHN01000003.1
19815,NIHN01000010.1
19816,NIHN01000013.1
19817,NIHN01000003.1
19818,NIHN01000007.1
19820,NIHN01000007.1
19821,NIHN01000018.1
19823,NIHN01000006.1
19824,NIHN01000003.1
19826,NIHN01000011.1
19827,NIHN01000010.1
19828,NIHN01000006.1
19829,NIHN01000013.1
19830,NIHN01000004.1
19831,NIHN01000005.1
19832,NIHN01000002.1
19833,NIHN01000024.1
19835,NIHN01000003.1
19836,NIHN01000004.1
19838,NIHN01000023.1
19839,NIHN01000023.1
19840,NIHN01000003.1
19841,NIHN01000004.1
19842,NIHN01000019.1
19845,NIHN01000035.1
19846,NIHN01000007.1
19847,NIHN01000011.1
19848,NIHN01000032.1
19849,NIHN01000019.1
19850,NIHN01000002.1
19851,NIHN01000013.1
19852,NIHN01000033.1
19853,NIHN01000006.1
19855,NIHN01000002.1
19856,NIHN01000011.1
19858,NIHN01000035.1
19859,NIHN01000012.1
19860,NIHN01000019.1
19861,NIHN01000022.1
19862,NIHN01000018.1
19863,NIHN01000002.1
19865,NIHN01000005.1
19867,NIHN01000006.1
19868,NIHN01000013.1
19869,NIHN01000014.1
19870,NIHN01000005.1
19872,NIHN01000007.1
19875,NIHN01000003.1
19876,NIHN01000029.1
19877,NIHN01000002.1
19878,NIHN01000003.1
19879,NIHN01000011.1
19880,NIHN01000018.1
19881,NIHN01000002.1
19883,NIHN01000014.1
19884,NIHN01000015.1
19885,NIHN01000005.1
19886,NIHN01000024.1
19887,NIHN01000025.1
19888,NIHN01000005.1
19890,NIHN01000037.1
19891,NIHN01000002.1
19892,NIHN01000029.1
19893,NIHN01000007.1
19894,NIHN01000002.1
19895,NIHN01000020.1
19896,NIHN01000002.1
19898,NIHN01000007.1
19900,NIHN01000014.1
19902,NIHN01000015.1
19903,NIHN01000034.1
19904,NIHN01000007.1
19905,NIHN01000002.1
19906,NIHN01000006.1
19907,NIHN01000002.1
19909,NIHN01000014.1
19910,NIHN01000031.1
19911,NIHN01000007.1
19912,NIHN01000007.1
19914,NIHN01000003.1
19915,NIHN01000010.1
19916,NIHN01000011.1
19918,NIHN01000011.1
19919,NIHN01000003.1
19920,NIHN01000013.1
19921,NIHN01000018.1
19923,NIHN01000013.1
19925,NIHN01000016.1
19926,NIHN01000006.1
19930,NIHN01000015.1
19931,NIHN01000016.1
19934,NIHN01000023.1
19936,NIHN01000024.1
19937,NIHN01000003.1
19938,NIHN01000002.1
19939,NIHN01000004.1
19940,NIHN01000011.1
19941,NIHN01000002.1
19942,NIHN01000005.1
19945,NIHN01000010.1
19946,NIHN01000012.1
19947,NIHN01000003.1
19951,NIHN01000033.1
19952,NIHN01000004.1
19953,NIHN01000016.1
19954,NIHN01000062.1
19955,NIHN01000040.1
19956,NIHN01000006.1
19957,NIHN01000002.1
19959,NIHN01000015.1
19961,NIHN01000025.1
19962,NIHN01000002.1
19963,NIHN01000006.1
19964,NIHN01000007.1
19965,NIHN01000016.1
19966,NIHN01000015.1
19967,NIHN01000016.1
19971,NIHN01000007.1
19974,NIHN01000003.1
19975,NIHN01000011.1
19976,NIHN01000007.1
19977,NIHN01000018.1
19980,NIHN01000015.1
19987,NIHN01000002.1
19989,NIHN01000012.1
19990,NIHN01000014.1
19992,NIHN01000010.1
19993,NIHN01000004.1
19994,NIHN01000002.1
19995,NIHN01000010.1
19997,NIHN01000002.1
19998,NIHN01000005.1
20001,NIHN01000030.1
20003,NIHN01000003.1
20005,NIHN01000039.1
20006,NIHN01000011.1
20007,NIHN01000010.1
20008,NIHN01000002.1
20010,NIHN01000002.1
20012,NIHN01000005.1
20013,NIHN01000002.1
20014,NIHN01000016.1
20015,NIHN01000007.1
20017,NIHN01000042.1
20018,NIHN01000016.1
20019,NIHN01000011.1
20020,NIHN01000023.1
20022,NIHN01000012.1
20023,NIHN01000004.1
20026,NIHN01000015.1
20027,NIHN01000007.1
20029,NIHN01000011.1
20031,NIHN01000023.1
20032,NIHN01000015.1
20033,NIHN01000014.1
20036,NIHN01000006.1
20037,NIHN01000036.1
20039,NIHN01000002.1
20040,NIHN01000013.1
20041,NIHN01000005.1
20042,NIHN01000012.1
20046,NIHN01000014.1
20047,NIHN01000018.1
20048,NIHN01000014.1
20050,NIHN01000010.1
20051,NIHN01000025.1
20052,NIHN01000011.1
20053,NIHN01000003.1
20054,NIHN01000014.1
20056,NIHN01000002.1
20057,NIHN01000006.1
20058,NIHN01000010.1
20059,NIHN01000002.1
20060,NIHN01000005.1
20061,NIHN01000004.1
20062,NIHN01000011.1
20064,NIHN01000006.1
20066,NIHN01000003.1
20067,NIHN01000003.1
20068,NIHN01000024.1
20069,NIHN01000007.1
20071,NIHN01000007.1
20072,NIHN01000002.1
20073,NIHN01000015.1
20074,NIHN01000010.1
20075,NIHN01000002.1
20079,NIHN01000006.1
20080,NIHN01000007.1
20082,NIHN01000002.1
20083,NIHN01000012.1
20084,NIHN01000012.1
20088,NIHN01000012.1
20090,NIHN01000005.1
20091,NIHN01000029.1
20092,NIHN01000014.1
20093,NIHN01000022.1
20096,NIHN01000018.1
20098,NIHN01000004.1
20099,NIHN01000010.1
20100,NIHN01000004.1
20101,NIHN01000006.1
20103,NIHN01000005.1
20104,NIHN01000033.1
20107,NIHN01000026.1
20108,NIHN01000023.1
20109,NIHN01000004.1
20110,NIHN01000002.1
20111,NIHN01000018.1
20112,NIHN01000004.1
20113,NIHN01000003.1
20114,NIHN01000004.1
20115,NIHN01000019.1
20116,NIHN01000002.1
20117,NIHN01000007.1
20118,NIHN01000010.1
20119,NIHN01000011.1
20122,NIHN01000004.1
20124,NIHN01000018.1
20125,NIHN01000005.1
20126,NIHN01000010.1
20127,NIHN01000002.1
20128,NIHN01000016.1
20130,NIHN01000024.1
20132,NIHN01000010.1
20133,NIHN01000002.1
20134,NIHN01000013.1
20135,NIHN01000031.1
20136,NIHN01000006.1
20137,NIHN01000002.1
20138,NIHN01000019.1
20139,NIHN01000006.1
20140,NIHN01000011.1
20141,NIHN01000007.1
20143,NIHN01000005.1
20145,NIHN01000004.1
20146,NIHN01000013.1
20147,NIHN01000012.1
20148,NIHN01000012.1
20149,NIHN01000007.1
20150,NIHN01000015.1
20153,NIHN01000003.1
20155,NIHN01000006.1
20156,NIHN01000004.1
20157,NIHN01000006.1
20158,NIHN01000002.1
20159,NIHN01000018.1
20162,NIHN01000020.1
20163,NIHN01000007.1
20164,NIHN01000037.1
20165,NIHN01000007.1
20166,NIHN01000003.1
20167,NIHN01000018.1
20169,NIHN01000025.1
20170,NIHN01000013.1
20171,NIHN01000004.1
20172,NIHN01000016.1
20173,NIHN01000020.1
20176,NIHN01000012.1
20177,NIHN01000040.1
20179,NIHN01000005.1
20180,NIHN01000002.1
20181,NIHN01000010.1
20182,NIHN01000006.1
20185,NIHN01000003.1
20186,NIHN01000004.1
20187,NIHN01000002.1
20188,NIHN01000003.1
20189,NIHN01000016.1
20190,NIHN01000014.1
20192,NIHN01000013.1
20193,NIHN01000004.1
20196,NIHN01000005.1
20197,NIHN01000020.1
20198,NIHN01000030.1
20199,NIHN01000010.1
20200,NIHN01000010.1
20202,NIHN01000035.1
20203,NIHN01000005.1
20205,NIHN01000013.1
20206,NIHN01000011.1
20207,NIHN01000019.1
20208,NIHN01000003.1
20210,NIHN01000010.1
20211,NIHN01000002.1
20213,NIHN01000036.1
20214,NIHN01000007.1
20215,NIHN01000019.1
20216,NIHN01000007.1
20218,NIHN01000020.1
20220,NIHN01000014.1
20221,NIHN01000002.1
20222,NIHN01000022.1
20223,NIHN01000004.1
20225,NIHN01000011.1
20226,NIHN01000005.1
20227,NIHN01000002.1
20228,NIHN01000002.1
20230,NIHN01000006.1
20231,NIHN01000002.1
20232,NIHN01000015.1
20233,NIHN01000002.1
20238,NIHN01000005.1
20239,NIHN01000006.1
20240,NIHN01000014.1
20241,NIHN01000005.1
20242,NIHN01000016.1
20243,NIHN01000003.1
20244,NIHN01000005.1
20245,NIHN01000015.1
20246,NIHN01000002.1
20247,NIHN01000004.1
20251,NIHN01000010.1
20252,NIHN01000025.1
20253,NIHN01000003.1
20256,NIHN01000005.1
20257,NIHN01000016.1
20258,NIHN01000002.1
20261,NIHN01000006.1
20262,NIHN01000037.1
20263,NIHN01000012.1
20264,NIHN01000005.1
20266,NIHN01000011.1
20268,NIHN01000002.1
20270,NIHN01000020.1
20271,NIHN01000018.1
20272,NIHN01000006.1
20274,NIHN01000026.1
20275,NIHN01000006.1
20276,NIHN01000002.1
20277,NIHN01000004.1
20278,NIHN01000011.1
20280,NIHN01000003.1
20281,NIHN01000007.1
20282,NIHN01000007.1
20285,NIHN01000018.1
20286,NIHN01000002.1
20287,NIHN01000023.1
20289,NIHN01000004.1
20291,NIHN01000015.1
20292,NIHN01000002.1
20294,NIHN01000006.1
20296,NIHN01000006.1
20297,NIHN01000010.1
20299,NIHN01000005.1
20302,NIHN01000012.1
20303,NIHN01000013.1
20304,NIHN01000014.1
20305,NIHN01000039.1
20306,NIHN01000012.1
20307,NIHN01000003.1
20310,NIHN01000011.1
20311,NIHN01000005.1
20312,NIHN01000016.1
20313,NIHN01000022.1
20315,NIHN01000023.1
20318,NIHN01000002.1
20319,NIHN01000025.1
20320,NIHN01000016.1
20322,NIHN01000010.1
20323,NIHN01000006.1
20324,NIHN01000022.1
20326,NIHN01000019.1
20327,NIHN01000010.1
20328,NIHN01000040.1
20329,NIHN01000006.1
20330,NIHN01000006.1
20331,NIHN01000036.1
20336,NIHN01000013.1
20338,NIHN01000014.1
20339,NIHN01000003.1
20341,NIHN01000006.1
20342,NIHN01000010.1
20343,NIHN01000010.1
20344,NIHN01000003.1
20345,NIHN01000013.1
20346,NIHN01000014.1
20349,NIHN01000012.1
20351,NIHN01000002.1
20352,NIHN01000012.1
20353,NIHN01000005.1
20354,NIHN01000012.1
20356,NIHN01000007.1
20357,NIHN01000023.1
20359,NIHN01000047.1
20360,NIHN01000006.1
20364,NIHN01000011.1
20366,NIHN01000015.1
20368,NIHN01000010.1
20369,NIHN01000010.1
20371,NIHN01000029.1
20373,NIHN01000004.1
20374,NIHN01000012.1
20375,NIHN01000023.1
20376,NIHN01000034.1
20377,NIHN01000007.1
20378,NIHN01000025.1
20381,NIHN01000015.1
20382,NIHN01000010.1
20383,NIHN01000006.1
20385,NIHN01000013.1
20386,NIHN01000014.1
20387,NIHN01000042.1
20388,NIHN01000026.1
20389,NIHN01000023.1
20390,NIHN01000004.1
20391,NIHN01000004.1
20392,NIHN01000010.1
20394,NIHN01000002.1
20395,NIHN01000018.1
20396,NIHN01000004.1
20397,NIHN01000005.1
20399,NIHN01000013.1
20400,NIHN01000004.1
20402,NIHN01000007.1
20403,NIHN01000002.1
20404,NIHN01000012.1
20406,NIHN01000015.1
20407,NIHN01000003.1
20410,NIHN01000020.1
20411,NIHN01000023.1
20412,NIHN01000003.1
20413,NIHN01000012.1
20415,NIHN01000003.1
20416,NIHN01000016.1
20417,NIHN01000007.1
20418,NIHN01000020.1
20419,NIHN01000002.1
20422,NIHN01000016.1
20424,NIHN01000026.1
20425,NIHN01000014.1
20426,NIHN01000005.1
20427,NIHN01000006.1
20428,NIHN01000011.1
20430,NIHN01000002.1
20433,NIHN01000004.1
20434,NIHN01000014.1
20436,NIHN01000018.1
20437,NIHN01000016.1
20439,NIHN01000004.1
20440,NIHN01000006.1
20441,NIHN01000012.1
20442,NIHN01000005.1
20443,NIHN01000007.1
20444,NIHN01000006.1
20445,NIHN01000007.1
20446,NIHN01000005.1
20447,NIHN01000025.1
20449,NIHN01000007.1
20450,NIHN01000002.1
20451,NIHN01000007.1
20452,NIHN01000004.1
20453,NIHN01000007.1
20454,NIHN01000020.1
20455,NIHN01000003.1
20458,NIHN01000003.1
20459,NIHN01000012.1
20460,NIHN01000003.1
20461,NIHN01000002.1
20462,NIHN01000006.1
20463,NIHN01000010.1
20464,NIHN01000011.1
20465,NIHN01000012.1
20466,NIHN01000004.1
20468,NIHN01000012.1
20472,NIHN01000015.1
20473,NIHN01000007.1
20474,NIHN01000003.1
20476,NIHN01000014.1
20477,NIHN01000014.1
20478,NIHN01000007.1
20479,NIHN01000005.1
20480,NIHN01000011.1
20481,NIHQ01000002.1
20482,NIHQ01000010.1
20483,NIHQ01000005.1
20484,NIHQ01000017.1
20485,NIHQ01000003.1
20486,NIHQ01000003.1
20488,NIHQ01000006.1
20489,NIHQ01000010.1
20490,NIHQ01000015.1
20491,NIHQ01000010.1
20492,NIHQ01000014.1
20493,NIHQ01000003.1
20494,NIHQ01000001.1
20495,NIHQ01000002.1
20496,NIHQ01000002.1
20497,NIHQ01000009.1
20498,NIHQ01000001.1
20499,NIHQ01000002.1
20500,NIHQ01000001.1
20501,NIHQ01000011.1
20502,NIHQ01000019.1
20503,NIHQ01000003.1
20504,NIHQ01000007.1
20505,NIHQ01000013.1
20506,NIHQ01000006.1
20507,NIHQ01000021.1
20508,NIHQ01000011.1
20509,NIHQ01000007.1
20510,NIHQ01000020.1
20511,NIHQ01000020.1
20512,NIHQ01000002.1
20513,NIHQ01000019.1
20514,NIHQ01000003.1
20515,NIHQ01000011.1
20516,NIHQ01000019.1
20517,NIHQ01000019.1
20518,NIHQ01000015.1
20519,NIHQ01000030.1
20520,NIHQ01000011.1
20521,NIHQ01000006.1
20522,NIHQ01000007.1
20523,NIHQ01000020.1
20524,NIHQ01000020.1
20525,NIHQ01000001.1
20526,NIHQ01000001.1
20527,NIHQ01000001.1
20528,NIHQ01000006.1
20529,NIHQ01000001.1
20530,NIHQ01000006.1
20531,NIHQ01000027.1
20532,NIHQ01000030.1
20533,NIHQ01000010.1
20535,NIHQ01000013.1
20536,NIHQ01000014.1
20537,NIHQ01000016.1
20538,NIHQ01000006.1
20540,NIHQ01000003.1
20541,NIHQ01000010.1
20542,NIHQ01000009.1
20543,NIHQ01000001.1
20544,NIHQ01000005.1
20545,NIHQ01000023.1
20546,NIHQ01000001.1
20547,NIHQ01000003.1
20548,NIHQ01000019.1
20549,NIHQ01000024.1
20550,NIHQ01000049.1
20551,NIHQ01000010.1
20552,NIHQ01000021.1
20553,NIHQ01000005.1
20554,NIHQ01000014.1
20557,NIHQ01000003.1
20558,NIHQ01000028.1
20559,NIHQ01000001.1
20560,NIHQ01000002.1
20563,NIHQ01000001.1
20564,NIHQ01000006.1
