NR90	NR50	GO	KO	KEGG	Pfam	EC	eggNOG
UniRef90_A0A329TKY9	UniRef50_A0A396GCE4						
UniRef90_A0A329TKY9	UniRef50_A0A396GCE4				PF14205		
UniRef90_A0A329TKY9	UniRef50_A0A396GCE4				PF14205		ENOG41063I4,ENOG41122Z8
UniRef90_A0A329TKY9	UniRef50_A0A396GCE4			ibu:IB211_02812c	PF14205		
UniRef90_A0A329UXL4	UniRef50_A0A2A7ACC7	GO:0005524		csh:Closa_3704	PF00176		ENOG4105EH4,COG0827,COG4646
UniRef90_A0A329UXL4	UniRef50_A0A2A7ACC7	GO:0005524,GO:0004386			PF00176		
UniRef90_A0A329UXL4	UniRef50_A0A2A7ACC7	GO:0005524,GO:0004386			PF00176		ENOG4105EH4,COG0827,COG4646
UniRef90_A0A329UXL4	UniRef50_A0A2A7ACC7	GO:0005524,GO:0008168			PF00176		
UniRef90_A0A346FW62	UniRef50_A0A174REQ2						
UniRef90_A0A346FW62	UniRef50_A0A174REQ2						ENOG4105DTV,COG3451
UniRef90_A0A346FW62	UniRef50_A0A174REQ2			rus:RBI_I01299			
UniRef90_A0A346FW62	UniRef50_A0A174REQ2			sans:DK43_03810			
UniRef90_A0A346FW62	UniRef50_A0A174REQ2	GO:0005524					
UniRef90_A0A367FVG5	UniRef50_N2A5V4						
UniRef90_A0A367FVG5	UniRef50_N2A5V4	GO:0003677,GO:0003917,GO:0006265			PF01131,PF01751		
UniRef90_A0A367FVG5	UniRef50_N2A5V4	GO:0003677,GO:0003917,GO:0006265			PF01131,PF01751	5.99.1.2	
UniRef90_A0A367FWL1	UniRef50_E2NUR8				PF13614		
UniRef90_A0A367FWL1	UniRef50_E2NUR8				PF13614		COG1192
UniRef90_A0A367FX39	UniRef50_A0A367FX39						
UniRef90_A0A367FX39	UniRef50_A0A367FX39						ENOG4106ZCT,ENOG410YVIM
UniRef90_A0A367FX39	UniRef50_A0A367FX39			bhan:CGC63_15275			ENOG4106ZCT,ENOG410YVIM
UniRef90_A0A367FXK3	UniRef50_R5GXX8				PF02633		
UniRef90_A0A367FXK3	UniRef50_R5GXX8				PF02633		ENOG41061V7,ENOG41126X9
UniRef90_A0A367FXK3	UniRef50_R5GXX8	GO:0047789			PF02633	3.5.2.10	
UniRef90_A0A367FXU3	UniRef50_A0A367FXU3						
UniRef90_A0A367FXU3	UniRef50_A0A367FXU3				PF01943,PF14667		
UniRef90_A0A367FXU3	UniRef50_A0A367FXU3	GO:0016021			PF01943,PF14667		
UniRef90_A0A367FXV5	UniRef50_A0A367FXV5						
UniRef90_A0A367FXV5	UniRef50_A0A367FXV5	GO:0003824,GO:0051536					
UniRef90_A0A367FY41	UniRef50_F9PMK9						
UniRef90_A0A367FY41	UniRef50_F9PMK9				PF00535		
UniRef90_A0A367FY41	UniRef50_F9PMK9	GO:0016740			PF00535		
UniRef90_A0A367FY45	UniRef50_A0A173UJ44	GO:0003700,GO:0006352			PF12645		
UniRef90_A0A367FY45	UniRef50_A0A173UJ44	GO:0003700,GO:0006352		bhan:CGC63_01040	PF12645		ENOG41065R7,ENOG41128AQ
UniRef90_A0A367FY45	UniRef50_A0A173UJ44	GO:0006352,GO:0003700			PF12645		ENOG41065R7,ENOG41128AQ
UniRef90_A0A367FYD2	UniRef50_C4FPP4	GO:0004519					
UniRef90_A0A367FYI0	UniRef50_R6RX54						
UniRef90_A0A367FYI0	UniRef50_R6RX54						ENOG4108KIB,ENOG41101W1
UniRef90_A0A367FYI0	UniRef50_R6RX54			bhan:CGC63_01450			ENOG41101W1,ENOG4108KIB
UniRef90_A0A367FYI9	UniRef50_A0A367FYI9	GO:0016020,GO:0009291			PF02534		
UniRef90_A0A367FYI9	UniRef50_A0A367FYI9	GO:0016020,GO:0009291	K03205	bhan:CGC63_01395	PF02534		ENOG4105E80,COG3505
UniRef90_A0A367FYI9	UniRef50_A0A367FYI9	GO:0016021,GO:0009291			PF02534		
UniRef90_A0A367FYI9	UniRef50_A0A367FYI9	GO:0016021,GO:0009291			PF02534		ENOG4105E80,COG3505
UniRef90_A0A367FZJ8	UniRef50_A0A134C5E1						
UniRef90_A0A367FZJ8	UniRef50_A0A134C5E1	GO:0016021,GO:0016740			PF02397		
UniRef90_A0A367FZJ8	UniRef50_A0A134C5E1	GO:0016740			PF02397		
UniRef90_A0A367FZM6	UniRef50_A0A173Z3Z3						
UniRef90_A0A367FZM6	UniRef50_A0A173Z3Z3				PF06970		
UniRef90_A0A367FZM8	UniRef50_A0A3E5GHD4						
UniRef90_A0A367FZM8	UniRef50_A0A3E5GHD4	GO:0003700,GO:0006352			PF04545		
UniRef90_A0A367FZT6	UniRef50_A7B1H3	GO:0003824,GO:0046872,GO:0051539	K06871	bhan:CGC63_01085	PF04055		ENOG4105RFK,COG0641
UniRef90_A0A367FZT6	UniRef50_A7B1H3	GO:0003824,GO:0051536			PF04055		
UniRef90_A0A367FZT6	UniRef50_A7B1H3	GO:0051539,GO:0003824,GO:0046872			PF04055		
UniRef90_A0A367FZU5	UniRef50_A0A367FZU5	GO:0004003,GO:0005524,GO:0003677			PF13361	3.6.4.12	
UniRef90_A0A367FZU5	UniRef50_A0A367FZU5	GO:0005524,GO:0004003,GO:0003677			PF13361	3.6.4.12	
UniRef90_A0A367FZV7	UniRef50_A0A367FZV7						
UniRef90_A0A367FZV7	UniRef50_A0A367FZV7				PF00535		
UniRef90_A0A367FZV7	UniRef50_A0A367FZV7	GO:0016740			PF00535		
UniRef90_A0A367G0J3	UniRef50_A0A367G0J3						
UniRef90_A0A367G3B6	UniRef50_U2DA10				PF09605		
UniRef90_A0A367G3B6	UniRef50_U2DA10	GO:0016021			PF09605		
UniRef90_A0A367G3B6	UniRef50_U2DA10	GO:0016021			PF09605		ENOG410900W,ENOG4111P1U
UniRef90_A0A367G3R6	UniRef50_A0A315ZZH6	GO:0005524,GO:0016887			PF00005		
UniRef90_A0A367G3R6	UniRef50_A0A315ZZH6	GO:0005524,GO:0016887			PF00005		ENOG4108JJB,COG1122
UniRef90_A0A367G3R6	UniRef50_A0A315ZZH6	GO:0005524,GO:0016887			PF00005	3.6.3.-	
UniRef90_A0A367G638	UniRef50_A0A367G638						
UniRef90_A0A367G638	UniRef50_A0A367G638	GO:0003700,GO:0006352			PF04545		
UniRef90_A0A367G638	UniRef50_A0A367G638	GO:0003700,GO:0006352	K03091	ehl:EHLA_2544	PF04545		
UniRef90_A0A367G6N2	UniRef50_A0A367G6N2						
UniRef90_A0A367G6N2	UniRef50_A0A367G6N2				PF03432		
UniRef90_A0A367G8U8	UniRef50_A0A367G8U8						
UniRef90_A0A374MY08	UniRef50_A0A374MY08						
UniRef90_A0A374MY08	UniRef50_A0A374MY08	GO:0003677,GO:0000160,GO:0006355			PF00486		
UniRef90_A0A374NJT8	UniRef50_A0A3E5ABX8						
UniRef90_A0A374NJT8	UniRef50_A0A3E5ABX8	GO:0005524,GO:0016887			PF00005		
UniRef90_A0A374NNC1	UniRef50_D4MXG1						
UniRef90_A0A374NNC1	UniRef50_D4MXG1			bprl:CL2_02020			ENOG4106VXW,ENOG410YQHP
UniRef90_A0A374NNH8	UniRef50_A0A0A1MTG8						
UniRef90_A0A374NNH8	UniRef50_A0A0A1MTG8				PF00877		
UniRef90_A0A374NNH8	UniRef50_A0A0A1MTG8				PF00877		ENOG4105K4H,COG0741,COG0791
UniRef90_A0A374NNH8	UniRef50_A0A0A1MTG8	GO:0016021			PF00877		
UniRef90_A0A374NNH8	UniRef50_A0A0A1MTG8	GO:0016787			PF00877	3.4.-.-	
UniRef90_A0A374NNH8	UniRef50_A0A0A1MTG8	GO:0016787		pdc:CDIF630_03639,cdf:CD630_33360	PF00877	3.4.19.-	ENOG4105K4H,COG0741,COG0791
UniRef90_A0A374NNH8	UniRef50_A0A0A1MTG8	GO:0016787,GO:0016021			PF00877	3.4.-.-	
UniRef90_A0A374NNV2	UniRef50_A0A374NNV2						
UniRef90_A0A374NP07	UniRef50_A0A396FY98						
UniRef90_A0A374NP07	UniRef50_A0A396FY98	GO:0003677			PF02195		
UniRef90_A0A374NP07	UniRef50_A0A396FY98	GO:0003677			PF02195		ENOG4105F5A,COG1475
UniRef90_A0A374NP55	UniRef50_A0A1X3BWH5						
UniRef90_A0A374NP55	UniRef50_A0A1X3BWH5				PF12648		
UniRef90_A0A374NP55	UniRef50_A0A1X3BWH5	GO:0016021			PF12648		
UniRef90_A0A374NP55	UniRef50_A0A1X3BWH5	GO:0016021			PF12648		ENOG410903F,ENOG4111PQH
UniRef90_A0A374NP55	UniRef50_A0A1X3BWH5	GO:0016021		cdf:CD630_33390	PF12648		ENOG410903F,ENOG4111PQH
UniRef90_A0A374NTF3	UniRef50_A0A0N8NSX3						
UniRef90_A0A374NTF3	UniRef50_A0A0N8NSX3				PF12687		
UniRef90_A0A374NTF3	UniRef50_A0A0N8NSX3				PF12687		ENOG4108ZSA,ENOG4111P8P
UniRef90_A0A374NU71	UniRef50_A0A174PE81						
UniRef90_A0A374NU71	UniRef50_A0A174PE81				PF04002		
UniRef90_A0A374NU71	UniRef50_A0A174PE81	GO:0046872,GO:0008237			PF04002		
UniRef90_A0A374NUF1	UniRef50_A0A374NUF1					2.1.1.37	
UniRef90_A0A374NUF1	UniRef50_A0A374NUF1	GO:0003886			PF00145	2.1.1.37	
UniRef90_A0A374NUH5	UniRef50_A0A374NUH5						
UniRef90_A0A374NUH5	UniRef50_A0A374NUH5	GO:0000917,GO:0030435			PF04026		
UniRef90_A0A374NUH5	UniRef50_A0A374NUH5	GO:0030435			PF04026		
UniRef90_A0A374NUU4	UniRef50_A0A374NUU4						
UniRef90_A0A374NUU4	UniRef50_A0A374NUU4	GO:0043565			PF01381		
UniRef90_A0A374NUU4	UniRef50_A0A374NUU4	GO:0043565		pdc:CDIF630_03632,cdf:CD630_33300	PF01381		ENOG4108VZQ,ENOG4111IS1
UniRef90_A0A374NVS5	UniRef50_A5ZU30						
UniRef90_A0A374NVS5	UniRef50_A5ZU30	GO:0003677,GO:0003700,GO:0003899,GO:0016987,GO:0006352			PF08281		
UniRef90_A0A374NVS5	UniRef50_A5ZU30	GO:0003677,GO:0003700,GO:0016987,GO:0006352			PF08281		
UniRef90_A0A374NVS5	UniRef50_A5ZU30	GO:0003677,GO:0003700,GO:0016987,GO:0006352			PF08281		ENOG4108K8I,ENOG410ZZ25
UniRef90_A0A374NVT0	UniRef50_A0A374NVT0						
UniRef90_A0A374NVT0	UniRef50_A0A374NVT0				PF13154		
UniRef90_A0A374NW23	UniRef50_R2PIU2						
UniRef90_A0A374NW23	UniRef50_R2PIU2				PF12648		
UniRef90_A0A374NW23	UniRef50_R2PIU2	GO:0016021			PF12648		
UniRef90_A0A374NW23	UniRef50_R2PIU2	GO:0016021			PF12648		ENOG410903F,ENOG4111PQH
UniRef90_A0A374NX20	UniRef50_A0A174ZHE4						
UniRef90_A0A374NX20	UniRef50_A0A174ZHE4	GO:0005524,GO:0003677			PF01935		
UniRef90_A0A374NX20	UniRef50_A0A174ZHE4	GO:0016021,GO:0005524,GO:0003677			PF01935		
UniRef90_A0A374NX20	UniRef50_A0A174ZHE4	GO:0016021,GO:0005524,GO:0003677			PF01935		ENOG4106BHR,COG1674
UniRef90_A0A374NX20	UniRef50_A0A174ZHE4	GO:0016021,GO:0005524,GO:0003677		bprl:CL2_04220	PF01935		ENOG4106BHR,COG1674
UniRef90_A0A374NXS4	UniRef50_A0A174YZH1						
UniRef90_A0A374NXS4	UniRef50_A0A174YZH1	GO:0016021					
UniRef90_A0A380K858	UniRef50_A0A380K858						
UniRef90_A0A380K858	UniRef50_A0A380K858				PF12645		
UniRef90_A0A380K858	UniRef50_A0A380K858			blau:DQQ01_12965	PF12645		
UniRef90_A0A380K858	UniRef50_A0A380K858			bprl:CL2_06590	PF12645		ENOG4105X7I,ENOG41124HD
UniRef90_A0A380K858	UniRef50_A0A380K858			pdc:CDIF630_00485,cdf:CD630_03580	PF12645		ENOG4105X7I,ENOG41124HD
UniRef90_A0A380K858	UniRef50_A0A380K858	GO:0004654			PF12645	2.7.7.8	
UniRef90_A0A381I6B5	UniRef50_P22886						
UniRef90_A0A381I6B5	UniRef50_P22886	GO:0003677,GO:0008907			PF02920		
UniRef90_A0A381I6B5	UniRef50_P22886	GO:0003677,GO:0008907,GO:0006310			PF02920,PF13102,PF00589		
UniRef90_A0A381I6B5	UniRef50_P22886	GO:0003677,GO:0008907,GO:0006310			PF02920,PF13102,PF00589		ENOG4108HVN,COG4974
UniRef90_A0A381I6B5	UniRef50_P22886	GO:0003677,GO:0008907,GO:0006310		blau:DQQ01_12980	PF02920,PF13102,PF00589		
UniRef90_A0A381I6B5	UniRef50_P22886	GO:0003677,GO:0015074,GO:0006310			PF00589		
UniRef90_A0A381I6B5	UniRef50_P22886	GO:0003677,GO:0015074,GO:0006310			PF13102,PF00589		
UniRef90_A0A381I6B5	UniRef50_P22886	GO:0008907,GO:0003677,GO:0006310			PF02920,PF00589,PF13102		
UniRef90_A0A381I6B5	UniRef50_P22886	GO:0008907,GO:0003677,GO:0006310			PF02920,PF00589,PF13102		COG4974,ENOG4108HVN
UniRef90_A0A381I6B5	UniRef50_P22886	GO:0015074,GO:0008907,GO:0003677,GO:0006310		cdf:CD630_03550	PF02920,PF00589,PF13102		COG4974,ENOG4108HVN
UniRef90_A0A381I8Q5	UniRef50_R9KNU7						
UniRef90_A0A381I8Q5	UniRef50_R9KNU7				PF14283		
UniRef90_A0A381I8Q5	UniRef50_R9KNU7	GO:0016021			PF14283		
UniRef90_A0A381I8Q5	UniRef50_R9KNU7	GO:0016021			PF14283		ENOG410XPGY,ENOG4108614
UniRef90_A0A381I8Q5	UniRef50_R9KNU7	GO:0016021		cdf:CD630_11070	PF14283		ENOG410XPGY,ENOG4108614
UniRef90_A0A381I984	UniRef50_A8RSP0	GO:0016021					
UniRef90_A0A381KK71	UniRef50_A0A381KK71						
UniRef90_A0A381KK71	UniRef50_A0A381KK71				PF12645		
UniRef90_A0A381KK71	UniRef50_A0A381KK71				PF12645		ENOG4105KRY,ENOG4111UEH
UniRef90_A0A381KK71	UniRef50_A0A381KK71			cdf:CD630_33280,pdc:CDIF630_03630	PF12645		ENOG4105X7I,ENOG41124HD
UniRef90_A0A381KKG4	UniRef50_E5VLE3						
UniRef90_A0A381KKG4	UniRef50_E5VLE3				PF06125		
UniRef90_A0A381KKG4	UniRef50_E5VLE3				PF06125		ENOG41090E9,ENOG4111JUF
UniRef90_A0A381KKG4	UniRef50_E5VLE3				PF06125		ENOG4111JUF,ENOG41090E9
UniRef90_A0A381KKG4	UniRef50_E5VLE3			bprl:CL2_02410	PF06125		ENOG41090E9,ENOG4111JUF
UniRef90_A0A381KKG4	UniRef50_E5VLE3			pdc:CDIF630_03696,cdf:CD630_33910	PF06125		ENOG4111JUF,ENOG41090E9
UniRef90_A0A381KKK2	UniRef50_A0A096CKI9						
UniRef90_A0A381KKK2	UniRef50_A0A096CKI9	GO:0003677			PF00440,PF13305		
UniRef90_A0A381KKK2	UniRef50_A0A096CKI9	GO:0003677			PF13305,PF00440		
UniRef90_A0A381KKK2	UniRef50_A0A096CKI9	GO:0003677		cdf:CD630_33320,pdc:CDIF630_03634	PF00440,PF13305		ENOG4108SPU,ENOG4111WKC
UniRef90_A0A381KKS5	UniRef50_C0BFE5						
UniRef90_A0A381KLW9	UniRef50_B0NJM4						
UniRef90_A0A381KLW9	UniRef50_B0NJM4	GO:0016787		cdf:CD630_33310,pdc:CDIF630_03633			ENOG410Y9KP,ENOG4106JAP
UniRef90_A0A395V0V7	UniRef50_E6LJG2						
UniRef90_A0A395V0V7	UniRef50_E6LJG2				PF12684		
UniRef90_A0A395V0W9	UniRef50_A0A395V926						
UniRef90_A0A395V0Z0	UniRef50_A0A395V0Z0						
UniRef90_A0A395V0Z8	UniRef50_A0A2N5NXT2						
UniRef90_A0A395V0Z8	UniRef50_A0A2N5NXT2	GO:0043565			PF01381		
UniRef90_A0A395V0Z9	UniRef50_A0A395V0Z9						
UniRef90_A0A395V0Z9	UniRef50_A0A395V0Z9	GO:0016021					
UniRef90_A0A395V103	UniRef50_A0A174VL70						
UniRef90_A0A395V103	UniRef50_A0A174VL70	GO:0006281,GO:0006310,GO:0000287			PF05866		
UniRef90_A0A395V107	UniRef50_A0A395V107						
UniRef90_A0A395V109	UniRef50_A0A395V109						
UniRef90_A0A395V112	UniRef50_J4WCU7						
UniRef90_A0A395V116	UniRef50_A0A395V116						
UniRef90_A0A395V116	UniRef50_A0A395V116	GO:0005198			PF06152		
UniRef90_A0A395V120	UniRef50_A0A110A7F4						
UniRef90_A0A395V120	UniRef50_A0A110A7F4				PF11114		
UniRef90_A0A395V134	UniRef50_A0A285PWD8	GO:0016021			PF06541		
UniRef90_A0A395V140	UniRef50_A0A395V140						
UniRef90_A0A395V143	UniRef50_A0A2N5P2A7						
UniRef90_A0A395V149	UniRef50_A0A395V149						
UniRef90_A0A395V164	UniRef50_N2B0S2						
UniRef90_A0A395V1M6	UniRef50_A0A173Z897						
UniRef90_A0A395V1N6	UniRef50_A0A395V1N6						
UniRef90_A0A395V1N6	UniRef50_A0A395V1N6	GO:0043565			PF01381		
UniRef90_A0A395V1P8	UniRef50_A0A395V1P8						
UniRef90_A0A395V1P8	UniRef50_A0A395V1P8	GO:0003677					
UniRef90_A0A395V1Q8	UniRef50_A0A395V1Q8						
UniRef90_A0A395V1S8	UniRef50_A0A395V1S8						
UniRef90_A0A395V1T8	UniRef50_A0A2N5P2D6						
UniRef90_A0A395V1U8	UniRef50_A0A395V1U8						
UniRef90_A0A395V2M9	UniRef50_A0A395V2M9						
UniRef90_A0A395V2M9	UniRef50_A0A395V2M9						ENOG4106Q5S,ENOG410YGA4
UniRef90_A0A395V2M9	UniRef50_A0A395V2M9			era:ERE_01620			
UniRef90_A0A395V382	UniRef50_A0A395V382						
UniRef90_A0A395V382	UniRef50_A0A395V382				PF09681		
UniRef90_A0A395V392	UniRef50_A0A173Z784						
UniRef90_A0A395V3A4	UniRef50_A0A2N5P2K3						
UniRef90_A0A395V3C6	UniRef50_A0A395V3C6						
UniRef90_A0A395V3C6	UniRef50_A0A395V3C6	GO:0008745			PF05382,PF01471	3.5.1.28	
UniRef90_A0A395V3C6	UniRef50_A0A395V3C6	GO:0016021			PF00877,PF01471		
UniRef90_A0A395V3D7	UniRef50_A0A3E4KBM5						
UniRef90_A0A395V3E6	UniRef50_A0A395V9F9						
UniRef90_A0A395V3J0	UniRef50_A0A395V3J0						
UniRef90_A0A395V3J0	UniRef50_A0A395V3J0	GO:0043565			PF01381		
UniRef90_A0A395V3R1	UniRef50_R7CB61						
UniRef90_A0A395V3R1	UniRef50_R7CB61	GO:0003677			PF02195		
UniRef90_A0A395V457	UniRef50_C6LJ39						
UniRef90_A0A395V457	UniRef50_C6LJ39	GO:0003677,GO:0000150			PF00239		
UniRef90_A0A395V457	UniRef50_C6LJ39	GO:0003677,GO:0000150			PF13408,PF00239,PF07508,PF14287		
UniRef90_A0A395V457	UniRef50_C6LJ39	GO:0003677,GO:0000150			PF13408,PF00239,PF07508,PF14287		ENOG4105C6I,COG1961
UniRef90_A0A395V457	UniRef50_C6LJ39	GO:0003677,GO:0000150			PF14287,PF07508,PF00239,PF13408		
UniRef90_A0A395V457	UniRef50_C6LJ39	GO:0003677,GO:0000150			PF14287,PF07508,PF00239,PF13408		ENOG4105C6I,COG1961
UniRef90_A0A395V457	UniRef50_C6LJ39	GO:0003677,GO:0000150		bhan:CGC63_01520	PF13408,PF00239,PF07508,PF14287		ENOG4105C6I,COG1961
UniRef90_A0A395V457	UniRef50_C6LJ39	GO:0003677,GO:0000150		ehl:EHLA_2562	PF14287,PF07508,PF00239,PF13408		
UniRef90_A0A395V4X3	UniRef50_A0A174LHJ9						
UniRef90_A0A395V4X3	UniRef50_A0A174LHJ9	GO:0003677,GO:0000150			PF13408,PF07508,PF00239		
UniRef90_A0A395V4X9	UniRef50_A0A395V4X9						
UniRef90_A0A395V4Y2	UniRef50_A0A2N5NXP3						
UniRef90_A0A395V4Y2	UniRef50_A0A2N5NXP3				PF11417		
UniRef90_A0A395V4Z2	UniRef50_A0A2A7AV56						
UniRef90_A0A395V4Z2	UniRef50_A0A2A7AV56				PF02195		
UniRef90_A0A395V505	UniRef50_A0A395V505						
UniRef90_A0A395V525	UniRef50_A0A395V525						
UniRef90_A0A395V537	UniRef50_A0A395V537						
UniRef90_A0A395V546	UniRef50_A0A395V546						
UniRef90_A0A395V593	UniRef50_A0A3E3DMI9						
UniRef90_A0A395V5A4	UniRef50_A0A174QVX2						
UniRef90_A0A395V5B4	UniRef50_S0J9A0						
UniRef90_A0A395V5D3	UniRef50_A0A2N5P3N9	GO:0016021					
UniRef90_A0A395V5E3	UniRef50_A0A395V5E3						
UniRef90_A0A395V5E3	UniRef50_A0A395V5E3	GO:0043565					
UniRef90_A0A395V5Y8	UniRef50_A0A2N5NXR5						
UniRef90_A0A395V5Y8	UniRef50_A0A2N5NXR5	GO:0016021					
UniRef90_A0A395V5Z3	UniRef50_A0A395V5Z3						
UniRef90_A0A395V5Z3	UniRef50_A0A395V5Z3	GO:0043565,GO:0045892			PF07022		
UniRef90_A0A395V604	UniRef50_A0A3E4KBH9						
UniRef90_A0A395V604	UniRef50_A0A3E4KBH9	GO:0019069			PF06810		
UniRef90_A0A395V632	UniRef50_A0A395V632						
UniRef90_A0A395V658	UniRef50_A0A395V658						
UniRef90_A0A395V658	UniRef50_A0A395V658				PF07083		
UniRef90_A0A395V664	UniRef50_A0A395V664						
UniRef90_A0A395V6A1	UniRef50_A0A395V6A1						
UniRef90_A0A395V6B2	UniRef50_A0A2N5P2B9						
UniRef90_A0A395V6B2	UniRef50_A0A2N5P2B9				PF14190		
UniRef90_A0A395V6C0	UniRef50_A0A395V6C0						
UniRef90_A0A395V6Q9	UniRef50_A0A173UYU8						
UniRef90_A0A395V6Q9	UniRef50_A0A173UYU8				PF14198		
UniRef90_A0A395V6Q9	UniRef50_A0A173UYU8				PF14198		ENOG4108WE9,ENOG4111KPU
UniRef90_A0A395V6Q9	UniRef50_A0A173UYU8			blau:DQQ01_06820	PF14198		
UniRef90_A0A395V6Q9	UniRef50_A0A173UYU8			rho:RHOM_13390	PF14198		ENOG4108WE9,ENOG4111KPU
UniRef90_A0A395V7A2	UniRef50_F7V3C5						
UniRef90_A0A395V7H6	UniRef50_A0A2N5NXQ6						
UniRef90_A0A395V7T3	UniRef50_R6MU21						
UniRef90_A0A395V7T3	UniRef50_R6MU21			bbf:BBB_0767			
UniRef90_A0A395V7T3	UniRef50_R6MU21			blau:DQQ01_13975			
UniRef90_A0A395V7T3	UniRef50_R6MU21	GO:0004386					
UniRef90_A0A395V7T5	UniRef50_A0A395V7T5						
UniRef90_A0A395V7T5	UniRef50_A0A395V7T5	GO:0016021					
UniRef90_A0A395V7T5	UniRef50_A0A395V7T5	GO:0016021					ENOG4106IZE,ENOG410Y96F
UniRef90_A0A395V907	UniRef50_A0A395V907	GO:0008168			PF08241		
UniRef90_A0A395VAN9	UniRef50_D4KVG1						
UniRef90_A0A395VAN9	UniRef50_D4KVG1				PF14198		
UniRef90_A0A395VAN9	UniRef50_D4KVG1			blau:DQQ01_13965	PF14198		
UniRef90_A0A395VB99	UniRef50_A0A395VB99						
UniRef90_A0A395VB99	UniRef50_A0A395VB99	GO:0003677,GO:0003700,GO:0003899,GO:0016987,GO:0006352			PF04542,PF08281		
UniRef90_A0A395VB99	UniRef50_A0A395VB99	GO:0003677,GO:0003700,GO:0016987,GO:0006352			PF04542,PF08281		
UniRef90_A0A395VB99	UniRef50_A0A395VB99	GO:0003677,GO:0003700,GO:0016987,GO:0006352	K03088	rto:RTO_13220	PF04542,PF08281		ENOG41080QD,COG1595
UniRef90_A0A395VCQ1	UniRef50_R5TFU4						
UniRef90_A0A395VCQ1	UniRef50_R5TFU4				PF00005		
UniRef90_A0A395VCQ1	UniRef50_R5TFU4	GO:0005524,GO:0016887			PF00005		
UniRef90_A0A395VCQ1	UniRef50_R5TFU4	GO:0005524,GO:0016887		bbf:BBB_0765	PF00005		
UniRef90_A0A395VCQ1	UniRef50_R5TFU4	GO:0005524,GO:0016887		blau:DQQ01_13960	PF00005		
UniRef90_A0A395VFE2	UniRef50_R6RJ77				PF05016		
UniRef90_A0A395VFE2	UniRef50_R6RJ77			rho:RHOM_07250	PF05016		ENOG4105WSU,ENOG41122IP
UniRef90_A0A395X2M7	UniRef50_A0A173Z6W8						
UniRef90_A0A395X2M7	UniRef50_A0A173Z6W8	GO:0016021					
UniRef90_A0A395X3P0	UniRef50_R5RDJ6						
UniRef90_A0A395X3P0	UniRef50_R5RDJ6				PF14193		
UniRef90_A0A395X3P0	UniRef50_R5RDJ6				PF14193		ENOG4108Z5G,ENOG4111NCU
UniRef90_A0A395X3P0	UniRef50_R5RDJ6				PF14193		ENOG4108ZIC,ENOG4111NCU
UniRef90_A0A395X3P0	UniRef50_R5RDJ6				PF14193		ENOG4111NCU,ENOG4108Z5G
UniRef90_A0A395X3Y6	UniRef50_A0A174M367						
UniRef90_A0A395X3Y6	UniRef50_A0A174M367						ENOG4108ZGW,ENOG4111NVG
UniRef90_A0A395X5K0	UniRef50_B0NZD6						
UniRef90_A0A395X5K0	UniRef50_B0NZD6				PF01554		
UniRef90_A0A395X5K0	UniRef50_B0NZD6	GO:0015297,GO:0016021,GO:0015238			PF01554		
UniRef90_A0A395X5K0	UniRef50_B0NZD6	GO:0016020,GO:0015297,GO:0015238			PF01554		
UniRef90_A0A395X5K0	UniRef50_B0NZD6	GO:0016021,GO:0015297,GO:0015238			PF01554		
UniRef90_A0A395X5K6	UniRef50_R9JT40						
UniRef90_A0A395X5K6	UniRef50_R9JT40	GO:0008168					
UniRef90_A0A395X5R7	UniRef50_V5KCQ0					2.7.7.49	
UniRef90_A0A395X5R7	UniRef50_V5KCQ0				PF08388,PF00078,PF13655		
UniRef90_A0A395X5R7	UniRef50_V5KCQ0	GO:0003964			PF08388,PF00078,PF13655		
UniRef90_A0A395X5R7	UniRef50_V5KCQ0	GO:0003964	K00986	rho:RHOM_15360	PF08388,PF00078,PF13655		ENOG4105EKQ,COG3344
UniRef90_A0A395X7K9	UniRef50_A0A174ZRH5						
UniRef90_A0A395X7K9	UniRef50_A0A174ZRH5						ENOG4108UXG,ENOG4111IT9
UniRef90_A0A395XAU0	UniRef50_A5ZN00				PF04055		
UniRef90_A0A395XAU0	UniRef50_A5ZN00	GO:0051539,GO:0003824,GO:0046872			PF04055		
UniRef90_A0A395XBK7	UniRef50_A0A3E4FLK8						
UniRef90_A0A395XBK7	UniRef50_A0A3E4FLK8	GO:0005524,GO:0008026,GO:0003676,GO:0006139			PF13307		
UniRef90_A0A395XBK7	UniRef50_A0A3E4FLK8	GO:0005524,GO:0008026,GO:0003676,GO:0006139			PF13307		ENOG4107QX6,COG1199
UniRef90_A0A395XBK7	UniRef50_A0A3E4FLK8	GO:0005524,GO:0008026,GO:0003676,GO:0006139			PF13307	3.6.4.12	
UniRef90_A0A395XCV3	UniRef50_A0A395XCV3						
UniRef90_A0A395XCV3	UniRef50_A0A395XCV3						ENOG4106S1S,ENOG410YIWC
UniRef90_A0A395XCV3	UniRef50_A0A395XCV3			cdf:CD630_33861			
UniRef90_A0A395XCW4	UniRef50_A0A395XCW4						
UniRef90_A0A395XD11	UniRef50_F7JMP3						
UniRef90_A0A395XD11	UniRef50_F7JMP3				PF14287		
UniRef90_A0A395XD11	UniRef50_F7JMP3				PF14287,PF07508,PF00239,PF13408		
UniRef90_A0A395XD11	UniRef50_F7JMP3	GO:0003677,GO:0000150			PF07508,PF00239,PF13408		
